gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
3557,18341.525,15042.55,5097.4,5814.33,3,3,100,100,1,5,40,143,17656,1529,0,18063,1066,7457,0,21191,-1
3558,18341.525,15762.15,5076.6,5827.13,3,3,100,100,1,1,40,158,16052,1677,0,20367,1183,7354,1,21859,-1
3559,18341.525,15762.15,5078.04,5572.44,3,3,100,100,1,1,40,149,17255,2057,0,21147,1362,7932,5,22337,-1
3560,18341.525,15762.15,5049.3,5338.71,3,3,100,100,1,1,40,142,17714,2628,0,17746,793,6848,4,18257,-1
3561,18341.525,15762.15,5136.74,5365.86,3,3,100,100,1,1,40,150,16585,1859,0,14993,1023,6854,1,19242,-1
3562,18341.525,14343.05,5107.51,5378.54,3,3,100,100,1,6,40,148,19621,1550,0,15634,933,6765,1,18937,-1
3563,16611.975,14718.075,5123.46,5256.55,3,3,100,100,1,4,40,137,19298,1659,0,17020,1006,7323,1,19185,-1
3564,14980.575,14343.05,5076.15,5157.99,3,3,100,100,2,5,40,136,19057,1614,0,16743,999,7451,0,20222,-1
3565,14980.575,15693.4,5076.5,5202.42,3,3,100,100,2,2,40,146,19258,1464,0,17342,779,8190,3,22987,-1
3566,14980.575,15693.4,5068.09,5184.55,3,3,100,100,2,1,40,149,19642,1171,0,15754,856,7535,0,21228,-1
3567,14980.575,14343.05,5033.44,5215.98,3,3,100,100,1,6,40,147,18084,1569,0,17308,1124,6218,1,15797,-1
3568,14980.575,14343.05,5105.04,5172.52,3,3,100,100,1,4,40,150,22396,2071,0,17724,1057,6073,4,17240,-1
3569,14980.575,14343.05,5021.23,5079.85,3,3,100,100,1,3,40,142,21167,2208,0,18604,1191,7747,2,19792,-1
3570,14980.575,14230.625,4987.16,5016.38,3,3,100,100,1,4,40,142,19312,1804,0,20203,1014,6590,1,19906,-1
3571,18561.125,14230.625,5150.56,5147.1,3,3,100,100,2,5,40,158,20089,1882,0,22769,1253,6583,1,17550,-1
3572,18561.125,14230.625,5158.85,5187.19,3,3,100,100,2,5,40,154,18602,1789,0,19726,927,6883,6,19691,-1
3573,18561.125,14230.625,5160.22,5107.51,3,3,100,100,2,4,40,147,18194,1862,0,20847,1137,6552,2,18565,-1
3574,18561.125,15198.625,5079.68,5093.11,3,3,100,100,2,2,40,152,18793,2791,0,20230,916,6729,1,19002,-1
3575,18561.125,15198.625,5077.65,5189.73,3,3,100,100,2,2,40,145,20869,2190,0,21444,1105,6851,1,18695,-1
3576,18561.125,15198.625,5098.96,5139.42,3,3,100,100,2,2,40,144,19664,2577,0,22455,1261,5720,3,15835,-1
3577,18561.125,16412.6,5078.74,5252.77,3,3,100,100,2,1,40,149,18300,2267,0,20214,970,6023,1,17508,-1
3578,18561.125,16412.6,5112.15,5461.8,3,3,100,100,2,1,40,154,20131,2446,0,19536,1022,6457,2,17847,-1
3579,18561.125,16412.6,5152.59,5507.14,3,3,100,100,2,1,40,151,19479,2266,0,19894,899,5929,1,16418,-1
3580,18561.125,16412.6,5208.2,5274.87,3,3,100,100,2,1,40,143,21027,2687,0,21344,1302,6057,1,18485,-1
3581,18561.125,16412.6,5217.09,5203.89,3,3,100,100,2,1,40,138,20330,2051,0,21417,1108,6437,2,18260,-1
3582,18561.125,14804.9,5215.79,5181.42,3,3,100,100,2,5,40,145,19164,1675,0,17562,1002,7072,1,18399,-1
3583,18561.125,14804.9,5148.96,5152.41,3,3,100,100,3,5,40,149,18218,2097,0,18762,1198,6068,3,17670,-1
3584,18052.25,17889.25,5135.92,5342.63,3,3,100,100,1,1,40,153,20058,2126,0,22834,1523,7164,4,21300,-1
3585,16217.175,15490.65,5169.36,5463.2,3,3,100,100,3,2,40,142,19856,1608,0,21864,1604,7527,2,22196,-1
3586,16217.175,15490.65,5163.04,5502.76,3,3,100,100,3,1,40,145,17617,1429,0,20016,1414,6976,0,20722,-1
3587,16217.175,15490.65,5139.73,5600.51,3,3,100,100,3,1,40,148,18614,1734,0,18258,1234,6509,0,18270,-1
3588,15779.975,15490.65,5106.33,5542.73,3,3,100,100,2,3,40,141,18136,2244,0,25560,1323,8102,4,23102,-1
3589,15779.975,15490.65,5150.03,5494.68,3,3,100,100,2,3,40,140,18214,2156,0,21241,1583,7493,3,22456,-1
3590,15619.9,15490.65,5029.27,5280.86,3,3,100,100,1,3,40,143,17693,2027,0,18865,1381,6395,7,20043,-1
3591,15619.9,15490.65,5045.35,5262.18,3,3,100,100,2,1,40,146,16042,1418,0,24725,1338,7365,1,23403,-1
3592,15619.9,15490.65,5026.54,5168.95,3,3,100,100,2,1,40,139,17379,1860,0,20373,1113,6460,1,18339,-1
3593,15619.9,14343.15,5036.78,5193.29,3,3,100,100,3,3,40,151,19699,2432,0,22120,1010,6662,3,17896,-1
3594,15619.9,14343.15,5005.13,5131.43,3,3,100,100,3,2,40,141,21664,2648,0,21938,973,6880,1,20024,-1
3595,15619.9,14343.15,4983.69,5252.85,3,3,100,100,2,4,40,144,19239,2159,0,23635,1303,7497,3,24002,-1
3596,15817.25,14343.15,5036.71,5255.04,3,3,100,100,2,3,40,149,22006,2852,0,22345,1412,6654,3,20416,-1
3597,15817.25,14343.15,5072.63,5162.39,3,3,100,100,3,3,40,147,21153,2241,0,21417,1164,6652,3,19895,-1
3598,19268.75,14343.15,5106.51,5310.19,3,3,100,100,1,3,40,151,19381,2070,0,18699,1129,5726,2,18769,-1
3599,19268.75,14343.15,5148.73,5191.87,3,3,100,100,1,4,40,143,21692,1796,0,23080,1235,6674,3,18706,-1
3600,19268.75,14343.15,5115.57,5305.29,3,3,100,100,1,2,40,151,22237,1586,0,19092,1156,6336,2,20747,-1
3601,19268.75,14343.15,4979.58,5302.58,3,3,100,100,1,3,40,155,19226,1750,0,19457,1398,5961,1,18255,-1
3602,15549.65,15365.6,4980.32,5272.49,3,3,100,100,2,1,40,154,22355,1902,0,21488,1030,6542,0,20037,-1
3603,15549.65,14343.15,5033.67,5261.08,3,3,100,100,2,3,40,153,23668,1870,0,20692,1322,6233,3,16196,-1
3604,16169.675,15147.375,5035.12,5317.67,3,3,100,100,2,3,40,150,24263,2051,0,22662,1265,7233,2,19274,-1
3605,16169.675,15147.375,5090.24,5387.4,3,3,100,100,2,3,40,160,22198,1515,0,20314,1190,5985,2,16153,-1
3606,15549.65,15147.375,5033.66,5510.88,3,3,100,100,1,4,40,154,23016,1921,0,20048,1171,6046,3,17388,-1
3607,15549.65,15147.375,5033.98,5602.36,3,3,100,100,1,5,40,158,24165,1891,0,23635,1060,7489,4,20169,-1
3608,15549.65,15782.3,5007.94,5615.16,3,3,100,100,1,2,40,152,23095,2447,0,21055,1207,6049,4,17107,-1
3609,15549.65,15782.3,5050.76,5357.69,3,3,100,100,3,2,40,137,21892,2091,0,23694,1633,7086,0,19876,-1
3610,15549.65,15147.375,5083.15,5223.84,3,3,100,100,3,3,40,140,25822,2479,0,20613,1324,6266,1,16791,-1
3611,15549.65,15147.375,5067.44,5166.5,3,3,100,100,3,2,40,149,28801,2555,0,23300,1330,6752,2,18539,-1
3612,20105.0,14392.5,5122.91,5257.0,3,3,100,100,1,3,40,151,23634,2655,0,21501,1186,5812,1,15928,-1
3613,20105.0,13921.1,5052.64,5212.05,3,3,100,100,1,7,40,147,25483,2193,0,16770,1064,4480,1,13898,-1
3614,15549.65,13921.1,5000.82,5402.17,3,3,100,100,3,9,40,161,24558,2037,0,22314,1381,5552,5,15014,-1
3615,15549.65,15031.3,5052.87,5431.53,3,3,100,100,3,1,40,152,23399,2320,0,23219,1399,5929,3,16074,-1
3616,15549.65,15031.3,4960.72,5279.59,2,3,100,100,3,1,40,147,24190,2361,0,19228,857,5352,1,14587,-1
3617,15826.55,15031.3,4954.12,5202.99,3,3,100,100,3,1,40,146,24818,2006,0,23732,913,5070,0,13714,-1
3618,15826.55,15031.3,4928.81,5059.09,3,3,100,100,3,1,40,134,21079,2418,0,17642,887,3894,1,9847,-1
3619,15826.55,15031.3,4906.18,5132.87,3,3,100,100,3,1,40,143,22383,2534,0,20446,931,3496,0,9478,-1
3620,15826.55,15031.3,4874.79,5182.56,3,3,100,100,3,2,40,149,23203,2138,0,20629,606,4573,1,12574,-1
3621,15826.55,15031.3,4883.56,4996.86,3,3,100,100,4,2,40,145,25341,2155,0,25602,1119,4540,3,11923,-1
3622,15826.55,15031.3,4857.52,5090.16,3,3,100,100,3,2,40,146,21171,2027,0,19493,662,3621,0,9566,-1
3623,15826.55,14383.35,4859.22,5004.71,3,3,100,100,3,2,40,153,20918,2680,0,16385,678,3258,3,8761,-1
3624,15826.55,14383.35,4909.25,4833.95,3,3,100,100,3,2,40,146,21219,2562,0,22225,707,4125,1,10601,-1
3625,15826.55,15117.25,4891.93,4953.74,3,3,100,100,2,2,40,153,23268,2234,0,22614,606,4140,1,10346,-1
3626,15826.55,15117.25,4890.06,4937.76,3,3,100,100,2,2,40,145,22138,2637,0,20058,685,3797,2,10052,-1
3627,15026.2,15117.25,4836.96,4947.61,3,3,100,100,2,1,40,147,21940,2254,0,18579,704,3930,0,11526,-1
3628,15026.2,15117.25,4883.36,5047.38,3,3,100,100,2,1,40,143,22944,2427,0,19295,715,3815,1,10083,-1
3629,16552.275,15117.25,4837.78,5194.62,3,3,100,100,1,2,40,155,24718,2353,0,22498,745,4109,1,11267,-1
3630,15026.2,15117.25,4774.07,5192.05,3,3,100,100,1,3,40,158,24192,2436,0,23487,683,5034,2,14009,-1
3631,15505.25,15117.25,4846.19,5007.55,3,3,100,100,2,3,40,148,21957,2839,0,19398,901,3755,1,10532,-1
3632,13201.325,14397.4,4811.03,4932.55,3,3,100,100,2,2,40,142,20545,2502,0,20964,713,4260,2,11375,-1
3633,14765.425,14397.4,4854.49,4826.27,3,3,100,100,1,1,40,152,20231,2820,0,16470,525,3408,2,9076,-1
3634,16999.025,14397.4,4794.51,4735.32,3,3,100,100,1,1,40,140,22148,3066,0,17867,810,3976,2,10583,-1
3635,16999.025,13214.975,4778.9,4699.79,3,3,100,100,1,3,40,146,25289,3428,0,18599,661,4187,2,10930,-1
3636,13212.725,12342.4,4739.09,4688.74,3,3,100,100,3,10,40,144,25782,3821,0,16513,638,4091,1,11241,-1
3637,13212.725,12342.4,4745.28,4659.19,2,3,100,100,3,9,40,151,23474,2863,0,11611,485,3180,0,9036,-1
3638,13212.725,12342.4,4713.29,4547.73,2,3,100,100,3,5,40,141,20856,3033,0,12193,631,3143,4,8963,-1
3639,13212.725,12857.6,4702.87,4654.0,3,3,100,100,2,4,40,142,27064,3165,0,16072,782,3350,4,8809,-1
3640,13212.725,14642.55,4743.53,4589.77,3,3,100,100,2,1,40,155,24336,3336,0,17050,951,4207,3,12060,-1
3641,13212.725,13902.6,4735.32,4751.35,2,3,100,100,2,1,40,153,23465,2729,0,17506,590,4496,6,12954,-1
3642,13212.725,15737.475,4698.4,4937.09,2,3,100,100,2,1,40,150,27795,3374,0,20600,875,5282,1,15547,-1
3643,15350.025,15737.475,4785.73,5123.7,3,3,100,100,1,1,40,143,27413,2605,0,20133,861,5800,4,16483,-1
3644,13291.15,15737.475,4769.6,5026.76,3,3,100,100,3,1,40,144,23374,2285,0,11173,442,3706,2,10890,-1
3645,13291.15,14682.25,4759.41,4899.15,2,3,100,100,3,3,40,140,25459,2855,0,13505,535,4211,0,12019,-1
3646,13212.725,16593.4,4719.61,5089.41,2,3,100,100,2,2,40,152,26454,2554,0,19459,489,5049,0,15361,-1
3647,15622.775,16593.4,4763.82,5093.57,3,3,100,100,1,2,40,147,24927,2375,0,17339,688,4797,0,13832,-1
3648,15622.775,16593.4,4727.36,5097.01,2,3,100,100,1,2,40,152,24055,2303,0,16516,666,4963,0,13801,-1
3649,15622.775,16004.85,4739.97,5220.81,2,3,100,100,1,2,40,144,27104,1853,0,15288,601,4857,3,14568,-1
3650,15622.775,16004.85,4697.41,5087.24,2,3,100,100,1,2,40,144,23796,2960,0,16074,627,6288,2,16244,-1
3651,15622.775,16004.85,4715.6,5175.93,2,3,100,100,1,2,40,147,21636,2170,0,15169,618,5994,3,16339,-1
3652,11208.15,16004.85,4695.97,5212.86,2,3,100,100,2,2,40,154,25764,2601,0,18212,564,6408,4,18915,-1
3653,11208.15,14405.0,4691.87,4989.83,2,3,100,100,1,4,40,145,22303,2548,0,13592,560,5249,7,14071,-1
3654,11871.375,14405.0,4704.43,5095.08,3,3,100,100,2,3,40,144,23414,2430,0,18633,608,6751,1,20035,-1
3655,17015.0,14405.0,4712.24,4944.3,3,3,100,100,1,3,40,146,24235,3257,0,17800,584,6202,1,17410,-1
3656,11296.7,14371.85,4714.23,4950.9,3,3,100,100,3,2,40,134,23978,2450,0,18659,593,6331,2,18572,-1
3657,11296.7,14371.85,4726.92,4932.61,3,3,100,100,3,3,40,150,22266,1972,0,18034,514,5661,1,17119,-1
3658,16378.175,15565.65,4826.98,5259.07,3,3,100,100,1,1,40,146,23354,2469,0,21923,569,6189,3,19429,-1
3659,13193.05,14371.85,4750.47,5042.92,2,3,100,100,1,2,40,149,21930,2491,0,18082,530,6421,4,19058,-1
3660,13193.05,14371.85,4719.9,4976.64,2,3,100,100,1,2,40,146,25963,3339,0,20065,486,6932,1,18518,-1
3661,14691.1,14371.85,4751.49,4976.83,3,3,100,100,1,2,40,150,23039,3228,0,16458,724,6503,4,16204,-1
3662,14691.1,14474.425,4778.85,5016.36,3,3,100,100,3,4,40,143,23400,2933,0,22972,495,7122,2,18939,-1
3663,13752.525,14474.425,4695.96,4998.19,2,3,100,100,1,2,40,150,24149,3460,0,20244,500,6916,2,17727,-1
3664,14043.325,13856.3,4728.99,4980.24,3,3,100,100,2,4,40,145,22542,2960,0,23161,567,7164,4,18893,-1
3665,15854.175,14382.8,4736.81,5036.49,3,3,100,100,1,5,40,156,23407,3176,0,21141,631,7217,1,20053,-1
3666,15854.175,14382.8,4727.8,4910.57,2,3,100,100,1,3,40,141,24078,2974,0,19793,620,7410,2,19579,-1
3667,10888.425,14382.8,4680.14,4964.31,2,3,100,100,1,3,40,157,21228,2927,0,19612,432,7773,1,19414,-1
3668,12434.325,13676.225,4746.0,4895.41,3,3,100,100,1,3,40,154,18773,3072,0,18306,582,6485,6,17330,-1
3669,17147.95,13676.225,4751.18,4867.71,3,3,100,100,1,3,40,147,21338,2724,0,19776,529,7444,1,18858,-1
3670,13302.8,13676.225,4714.71,4826.32,2,3,100,100,1,2,40,142,18851,2933,0,16404,428,7390,2,17821,-1
3671,13302.8,15113.375,4720.24,5175.32,3,3,100,100,2,1,40,154,19825,2461,0,20011,394,7851,2,19552,-1
3672,16016.775,15113.375,4777.1,5249.27,3,3,100,100,1,1,40,152,20624,2938,0,20239,447,7234,5,17548,-1
3673,16016.775,15113.375,4786.97,5053.91,2,3,100,100,1,1,40,153,21811,2952,0,22629,374,7444,1,19219,-1
3674,16016.775,13676.225,4779.01,4876.02,2,3,100,100,1,2,40,146,22491,3709,0,18362,501,6375,2,17077,-1
3675,16016.775,13676.225,4740.3,4761.31,2,3,100,100,1,2,40,141,24807,3977,0,20704,444,7441,4,18311,-1
3676,16016.775,13676.225,4734.47,4664.1,3,3,100,100,1,2,40,141,24323,4411,0,16410,477,6308,3,16044,-1
3677,16016.775,12623.45,4710.15,4594.36,2,3,100,100,1,5,40,147,26380,3194,0,22242,573,7080,7,16697,-1
3678,18002.575,12623.45,4757.89,4659.55,3,3,100,100,1,5,40,148,21791,3023,0,21790,428,6766,2,16919,-1
3679,18002.575,13599.85,4732.49,4773.91,2,3,100,100,1,4,40,147,20972,3042,0,21641,394,6912,2,18248,-1
3680,18002.575,15212.15,4768.47,4804.12,3,3,100,100,1,1,40,153,22116,2920,0,21175,298,6802,1,19611,-1
3681,18002.575,15781.325,4761.1,4834.4,3,3,100,100,1,2,40,141,19947,2913,0,25709,506,6683,6,15447,-1
3682,18002.575,15781.325,4725.98,4773.98,3,3,100,100,1,2,40,145,19831,3397,0,19465,190,5336,1,13854,-1
3683,18002.575,15781.325,4733.63,4781.98,3,3,100,100,1,2,40,147,21262,3111,0,24150,465,6388,6,15360,-1
3684,18002.575,15212.15,4724.78,4733.45,3,3,100,100,1,1,40,142,19546,3290,0,18022,393,6354,3,14624,-1
3685,18002.575,15212.15,4757.52,4994.89,3,3,100,100,1,1,40,153,18862,2793,0,24589,475,6976,2,17989,-1
3686,18002.575,15212.15,4792.59,4943.59,3,3,100,100,1,1,40,153,18799,2951,0,20056,363,5470,11,13185,-1
3687,18002.575,15527.05,4731.55,5041.41,2,3,100,100,1,2,40,141,21120,3410,0,23389,497,7003,2,16534,-1
3688,18002.575,15527.05,4747.05,5032.22,3,3,100,100,1,2,40,146,19932,2933,0,23865,527,7239,2,17167,-1
3689,16417.825,18483.5,4671.33,5124.0,3,3,100,100,1,1,40,153,21448,3615,0,25164,334,6674,6,16826,-1
3690,14013.925,18483.5,4614.94,4944.96,2,3,100,100,1,1,40,127,21974,4056,0,25379,628,6810,2,16899,-1
3691,14013.925,15527.05,4637.44,4782.28,3,3,100,100,1,2,40,141,19186,3058,0,22630,446,6828,3,17117,-1
3692,21191.7,15527.05,4750.04,4731.15,3,3,100,100,1,2,40,146,21918,4026,0,27655,720,7296,5,18156,-1
3693,21191.7,15527.05,4763.14,4763.62,3,3,100,100,1,1,40,140,18750,3556,0,21878,515,6086,3,17271,-1
3694,21191.7,15527.05,4749.04,4752.83,3,3,100,100,1,1,40,139,17639,2812,0,21696,525,5968,6,19389,-1
3695,21191.7,15527.05,4744.86,4767.25,3,3,100,100,1,1,40,141,22658,3462,0,23393,495,7401,4,21870,-1
3696,20501.025,15527.05,4719.91,4723.53,3,3,100,100,1,1,40,140,18737,3209,0,23833,524,7020,2,22931,-1
3697,20501.025,15527.05,4752.45,4677.1,3,3,100,100,1,1,40,133,17884,2662,0,21444,404,6370,1,19966,-1
3698,16173.325,15527.05,4697.08,4687.88,3,3,100,100,2,1,40,150,21594,2849,0,25031,470,7411,5,22173,-1
3699,18968.3,15527.05,4724.53,4758.48,3,3,100,100,2,2,40,134,19335,2397,0,20982,653,6849,4,21870,-1
3700,18968.3,15527.05,4725.22,4926.91,3,3,100,100,2,3,40,135,19072,2867,0,23641,451,7115,2,21807,-1
3701,18968.3,15527.05,4748.79,5059.47,3,3,100,100,1,4,40,136,17947,1946,0,21470,566,6182,8,19386,-1
3702,18968.3,14596.55,4756.32,5064.13,3,3,100,100,1,2,40,138,19776,2443,0,19914,521,6422,0,20212,-1
3703,18968.3,14596.55,4776.53,5103.09,3,3,100,100,1,1,40,141,17761,2114,0,21561,487,6938,4,20665,-1
3704,18968.3,13487.2,4765.65,5039.8,2,3,100,100,1,3,40,137,19126,2378,0,18583,524,6492,1,20182,-1
3705,18968.3,13487.2,4729.11,5040.83,2,3,100,100,1,3,40,149,18731,2009,0,19574,482,6875,2,20657,-1
3706,18968.3,13487.2,4774.01,5042.78,3,3,100,100,1,3,40,135,18617,2212,0,22937,566,8018,6,25307,-1
3707,18968.3,13487.2,4783.64,5046.7,3,3,100,100,1,4,40,140,19703,1751,0,20860,713,8672,3,26485,-1
3708,18968.3,17500.35,4766.28,5155.18,2,3,100,100,1,1,40,151,19507,1821,0,17071,567,6596,2,20563,-1
3709,18968.3,13354.9,4765.76,5307.68,2,3,100,100,1,5,40,149,21687,1432,0,18398,481,7162,2,21481,-1
3710,16173.325,13354.9,4727.51,5374.4,2,3,100,100,1,7,40,141,24681,1593,0,17147,412,6373,2,18461,-1
3711,10645.025,13354.9,4687.84,5230.27,2,3,100,100,1,7,40,138,19359,1515,0,16578,397,6552,2,19749,-1
3712,10941.85,14305.45,4701.88,5223.58,3,3,100,100,2,2,40,145,20286,1591,0,17353,360,6579,1,21328,-1
3713,10941.85,14305.45,4696.53,5304.24,2,3,100,100,2,2,40,135,19487,1299,0,17017,597,7356,4,23689,-1
3714,18787.175,14138.9,4738.88,5304.11,3,3,100,100,1,4,40,136,17950,1274,0,17694,431,7395,1,24007,-1
3715,18787.175,14138.9,4764.35,5378.33,3,3,100,100,1,4,40,143,18276,1238,0,17665,446,7119,0,25410,-1
3716,18787.175,14138.9,4775.04,5432.77,2,3,100,100,1,4,40,135,17869,1002,0,16501,625,8247,5,25851,-1
3717,14329.975,13634.9,4730.25,5382.5,2,3,100,100,1,3,40,128,17081,1135,0,17042,384,8790,5,28279,-1
3718,14329.975,13354.9,4767.5,5477.35,3,3,100,100,1,4,40,135,17022,952,0,14429,288,8605,1,27347,-1
3719,10696.325,15135.5,4708.02,5531.62,3,3,100,100,1,1,40,146,19041,1457,0,17773,577,7713,0,26756,-1
3720,10696.325,15135.5,4728.2,5768.87,2,3,100,100,1,2,40,144,20523,1080,0,18716,390,8020,1,25228,-1
3721,16988.525,15142.7,4818.81,5945.02,3,3,100,100,1,4,40,145,18107,981,0,18527,548,8271,1,25201,-1
3722,18841.7,15142.7,4871.85,6003.87,3,3,100,100,1,5,40,140,17512,991,0,17964,529,8459,1,24158,-1
3723,16988.525,15659.8,4850.31,6146.54,3,3,100,100,1,5,40,145,18681,1172,0,19247,389,7648,5,23759,-1
3724,17451.3,15833.7,4884.98,6383.43,3,3,100,100,2,4,40,147,20436,1300,0,20745,579,8667,3,26654,-1
3725,17451.3,16488.65,4884.1,6356.95,2,3,100,100,2,3,40,145,18178,1209,0,18044,524,7631,0,23380,-1
3726,17451.3,16488.65,4865.31,6300.09,2,3,100,100,2,3,40,135,19009,1459,0,16822,343,8014,4,21990,-1
3727,17451.3,16488.65,4845.23,6065.42,2,3,100,100,2,2,40,146,17975,1571,0,16957,422,7901,1,22901,-1
3728,17451.3,16694.125,4867.86,6108.05,3,3,100,100,2,2,40,145,19940,2059,0,19198,465,8574,5,24581,-1
3729,16988.525,18304.025,4861.59,6196.23,3,3,100,100,1,1,40,144,19784,1765,0,19674,416,7299,0,21040,-1
3730,16988.525,18304.025,4857.1,6300.48,2,3,100,100,1,1,40,153,20295,1885,0,18058,463,7219,5,19783,-1
3731,16988.525,16694.125,4867.09,6244.27,3,3,100,100,2,2,40,140,19706,1870,0,19194,469,7168,1,19665,-1
3732,16988.525,16395.775,4818.14,6241.73,3,3,100,100,2,4,40,135,21246,2488,0,17256,463,6554,0,18816,-1
3733,16988.525,16395.775,4828.08,6401.11,3,3,100,100,3,4,40,149,20060,2077,0,17450,379,6034,3,18506,-1
3734,16988.525,15657.85,4838.16,6422.24,3,3,100,100,2,5,40,152,22013,2126,0,20384,527,7124,1,21874,-1
3735,17626.5,15657.85,4838.72,6162.03,3,3,100,100,3,5,40,139,21494,2046,0,17737,575,7139,7,20204,-1
3736,17626.5,15657.85,4806.31,6241.46,3,3,100,100,2,4,40,141,19905,2245,0,19957,555,6770,0,20435,-1
3737,17626.5,16873.45,4824.66,6182.63,3,3,100,100,2,1,40,142,21248,2066,0,17761,389,6076,2,18375,-1
3738,17626.5,16873.45,4833.43,6317.7,2,3,100,100,2,1,40,134,20712,1428,0,14938,354,6328,4,18741,-1
3739,17626.5,16873.45,4847.39,6275.93,3,3,100,100,2,1,40,138,20528,1927,0,16122,557,7661,2,20745,-1
3740,17626.5,16873.45,4836.09,6121.63,3,3,100,100,1,1,40,141,19100,1358,0,15164,460,7412,1,20975,-1
3741,17626.5,16873.45,4817.34,6206.42,3,3,100,100,1,1,40,148,22170,1592,0,16392,475,8053,2,22747,-1
3742,17626.5,16873.45,4943.17,6168.91,3,3,100,100,2,1,40,142,19922,1114,0,17537,466,8184,4,23550,-1
3743,17626.5,16873.45,4966.99,6309.39,3,3,100,100,1,1,40,136,17653,1333,0,16268,431,8564,3,23519,-1
3744,17626.5,16873.45,4949.38,6399.02,2,3,100,100,1,1,40,144,21076,1285,0,18181,454,9094,1,24595,-1
3745,17626.5,16873.45,4849.37,6404.89,2,3,100,100,1,1,40,148,17120,1232,0,14804,353,7750,1,20926,-1
3746,17626.5,16873.45,4818.84,6195.61,3,3,100,100,1,1,40,143,19462,990,0,13233,286,8345,4,21876,-1
3747,13936.7,16873.45,4771.01,6317.73,3,3,100,100,1,1,40,142,18087,1177,0,14736,281,9131,1,25491,-1
3748,19908.95,15970.9,4818.99,6227.56,3,3,100,100,1,2,40,135,19972,1305,0,16531,345,10358,1,28101,-1
3749,19908.95,15970.9,4858.97,6298.96,3,3,100,100,1,3,40,146,19815,1138,0,15043,275,9621,1,26964,-1
3750,13936.7,15970.9,4830.32,6211.79,2,3,100,100,1,3,40,140,19222,1411,0,16441,373,9084,2,23687,-1
3751,13936.7,16661.5,4839.7,6153.59,2,3,100,100,1,3,40,139,19291,1044,0,15907,360,9274,1,25799,-1
3752,13936.7,16184.65,4890.72,6081.7,3,3,100,100,1,3,40,148,16944,1247,0,16846,404,9537,3,26331,-1
3753,13936.7,16184.65,4872.32,5953.83,3,3,100,100,1,3,40,145,18769,1049,0,15256,438,10156,0,27225,-1
3754,12579.425,16184.65,4854.87,5984.23,3,3,100,100,2,2,40,143,16656,792,0,16755,485,9106,4,25563,-1
3755,11837.2,17196.05,4838.02,5967.89,2,3,100,100,3,1,40,150,15891,628,0,13722,397,10185,1,28271,-1
3756,12533.1,17196.05,4844.26,6143.05,3,3,100,100,1,2,40,148,17696,653,0,15967,333,9774,3,26511,-1
3757,12533.1,17196.05,4844.31,6158.65,2,3,100,100,1,2,40,144,17515,686,0,15344,541,10352,1,29028,-1
3758,12533.1,17196.05,4827.68,6086.71,2,3,100,100,1,2,40,139,17406,863,0,15752,518,9011,2,24342,-1
3759,12533.1,17196.05,4849.59,6422.21,3,3,100,100,1,2,40,155,16735,986,0,17626,559,11295,0,31279,-1
3760,12533.1,17196.05,4859.79,6153.3,2,3,100,100,1,2,40,144,17147,844,0,15193,441,10390,3,28910,-1
3761,12533.1,17196.05,4872.1,6429.21,3,3,100,100,1,3,40,137,16664,902,0,18880,372,11670,1,31657,-1
3762,12533.1,17196.05,4871.98,6362.09,3,3,100,100,1,2,40,148,15085,640,0,15412,413,11004,2,30144,-1
3763,17410.05,17196.05,4904.36,6510.72,3,3,100,100,1,2,40,142,15439,865,0,16125,472,10392,2,28471,-1
3764,17410.05,16504.8,4885.0,6485.7,2,3,100,100,1,2,40,146,15709,569,0,15725,381,11737,2,32681,-1
3765,17410.05,16504.8,4882.07,6313.5,2,3,100,100,1,1,40,148,13761,993,0,14679,474,10738,1,29401,-1
3766,17410.05,16504.8,4936.79,6196.94,3,3,100,100,1,1,40,140,13988,806,0,16243,506,11419,4,31953,-1
3767,17410.05,16504.8,4915.74,6199.58,3,3,100,100,1,1,40,141,16019,972,0,15590,574,10083,4,27562,-1
3768,17410.05,16504.8,4929.05,6136.37,3,3,100,100,1,1,40,138,14798,475,0,14609,518,10520,4,29895,-1
3769,15356.475,16681.7,4892.13,6472.45,3,3,100,100,1,2,40,146,13396,539,0,15895,432,11657,1,35155,-1
3770,13314.625,16681.7,4882.99,6570.47,3,3,100,100,2,2,40,144,12521,643,0,14732,421,10528,1,34510,-1
3771,13314.625,16681.7,4859.41,6653.22,2,3,100,100,2,1,40,140,13626,558,0,15538,434,10755,2,32817,-1
3772,13314.625,15319.9,4834.4,6556.11,2,3,100,100,1,5,40,142,13042,611,0,12340,332,10308,0,32842,-1
3773,9619.875,14885.55,4758.52,6429.64,2,3,100,100,1,9,40,142,14123,647,0,14859,465,10542,2,32525,-1
3774,9619.875,14885.55,4762.35,6274.0,2,3,100,100,1,8,40,135,13721,596,0,11531,333,9881,2,29536,-1
3775,9619.875,14885.55,4762.56,6334.79,2,3,100,100,1,8,40,147,14128,631,0,16212,582,10943,0,34856,-1
